Asset being sold,Asset being purchased,Dollar Value,Account Owner
Cash,GOOG,100,wPccxlgU
Cash,FB,11,wPccxlgU
Cash,GOOG,23,wPccxlgU
Cash,GOOG,38,wPccxlgU
BTC,MSFT,27,wPccxlgU
BTC,TWTR,41,vk49No9e
BTC,TWTR,42,vk49No9e
BTC,TWTR,41,vk49No9e
TWTR,BTC,36,vk49No9e
BTC,TWTR,46,vk49No9e
FB,Cash,11,wPccxlgU
GOOG,Cash,56,wPccxlgU
BTC,TWTR,35,vk49No9e
FB,Cash,78,wPccxlgU
Cash,FB,19,wPccxlgU
Cash,FB,23,wPccxlgU
TWTR,BTC,37,vk49No9e
Cash,FB,36,wPccxlgU
FB,Cash,38,wPccxlgU
FB,Cash,30,wPccxlgU
FB,Cash,11,wPccxlgU
Cash,GOOG,51,wPccxlgU
Cash,FB,19,wPccxlgU
BTC,TWTR,44,vk49No9e
FB,Cash,12,wPccxlgU
Cash,FB,21,wPccxlgU
BTC,TWTR,33,vk49No9e
FB,Cash,21,wPccxlgU
TWTR,BTC,26,vk49No9e
BTC,TWTR,103,wPccxlgU
TWTR,BTC,59,wPccxlgU
FB,Cash,11,wPccxlgU
FB,Cash,24,wPccxlgU
FB,Cash,32,wPccxlgU
Cash,FB,16,wPccxlgU
GOOG,Cash,41,wPccxlgU
Cash,FB,16,wPccxlgU
Cash,FB,34,wPccxlgU
Cash,FB,27,wPccxlgU
Cash,FB,20,wPccxlgU
Cash,GOOG,44,wPccxlgU
MSFT,BTC,18,wPccxlgU
BTC,TWTR,90,vk49No9e
FB,Cash,129,wPccxlgU
BTC,TWTR,29,vk49No9e
BTC,TWTR,62,vk49No9e
TWTR,BTC,76,vk49No9e
BTC,TWTR,62,vk49No9e
Cash,FB,25,wPccxlgU
TWTR,BTC,112,vk49No9e
BTC,TWTR,34,vk49No9e
BTC,TWTR,40,vk49No9e
FB,Cash,30,wPccxlgU
Cash,FB,5,wPccxlgU
GOOG,Cash,348,wPccxlgU
TWTR,BTC,44,vk49No9e
TWTR,BTC,19,vk49No9e
TWTR,BTC,45,vk49No9e
BTC,TWTR,32,vk49No9e
BTC,TWTR,20,vk49No9e
BTC,TWTR,17,vk49No9e
TWTR,BTC,15,vk49No9e
Cash,FB,26,vk49No9e
FB,Cash,255,wPccxlgU
FB,Cash,28,wPccxlgU
FB,Cash,31,wPccxlgU
GOOG,Cash,44,wPccxlgU
GOOG,Cash,39,wPccxlgU
Cash,FB,13,wPccxlgU
Cash,FB,24,wPccxlgU
FB,Cash,30,wPccxlgU
FB,Cash,22,wPccxlgU
Cash,GOOG,186,wPccxlgU
FB,Cash,33,wPccxlgU
FB,Cash,9,wPccxlgU
GOOG,Cash,173,wPccxlgU
Cash,FB,24,wPccxlgU
TWTR,BTC,133,wPccxlgU
Cash,FB,29,wPccxlgU
TWTR,BTC,297,vk49No9e
BTC,MSFT,31,wPccxlgU
BTC,TWTR,45,wrO6rnwb
TWTR,BTC,35,wrO6rnwb
BTC,TWTR,34,wrO6rnwb
FB,Cash,25,wPccxlgU
BTC,TWTR,53,wPccxlgU
TWTR,BTC,45,wrO6rnwb
Cash,ZEN,68,wrO6rnwb
BTC,TWTR,68,wrO6rnwb
BTC,TWTR,34,wrO6rnwb
TWTR,BTC,30,wrO6rnwb
BTC,TWTR,43,wrO6rnwb
Cash,ZEN,66,wrO6rnwb
Cash,ZEN,108,wrO6rnwb
Cash,ZEN,938,wrO6rnwb
TWTR,BTC,162,wrO6rnwb
TWTR,BTC,151,wrO6rnwb
TWTR,BTC,298,BDe66hnC
ZEN,Cash,105,wrO6rnwb
BTC,ZEN,252916,wPccxlgU
BTC,TWTR,253124,wPccxlgU
TWTR,BTC,46,wPccxlgU
GOOG,Cash,16732,wPccxlgU
Cash,GOOG,16813,wPccxlgU
Cash,GOOG,16847,wPccxlgU
Cash,GOOG,16907,wPccxlgU
MSFT,BTC,17388,wPccxlgU
GOOG,Cash,16982,wPccxlgU
FB,Cash,17297,wPccxlgU
FB,Cash,17333,wPccxlgU
Cash,GOOG,16960,wPccxlgU
BTC,MSFT,17518,wPccxlgU
FB,Cash,17918,wPccxlgU
GOOG,Cash,276193,wPccxlgU
GOOG,Cash,277055,wPccxlgU
FB,Cash,269480,wPccxlgU
Cash,FB,267826,wPccxlgU
FB,Cash,13875,wPccxlgU
TWTR,BTC,18,wPccxlgU
TWTR,BTC,19,wPccxlgU
BTC,TWTR,16,wPccxlgU
TWTR,BTC,18,wPccxlgU
FB,Cash,255887,wPccxlgU
BTC,TWTR,18,wPccxlgU
TWTR,BTC,17,wPccxlgU
TWTR,BTC,16,wPccxlgU
TWTR,BTC,18,wPccxlgU
TWTR,BTC,17,wPccxlgU
TWTR,BTC,22,wPccxlgU
BTC,TWTR,17,wPccxlgU
TWTR,BTC,17,wPccxlgU
TWTR,BTC,18,wPccxlgU
TWTR,BTC,16,wPccxlgU
TWTR,BTC,250,wPccxlgU
TWTR,BTC,17,wPccxlgU
BTC,TWTR,16,wPccxlgU
TWTR,BTC,16,wPccxlgU
TWTR,BTC,17,wPccxlgU
TWTR,BTC,38,wPccxlgU
TWTR,BTC,20,wPccxlgU
TWTR,BTC,42,wPccxlgU
BTC,TWTR,39,wPccxlgU
BTC,TWTR,77,wPccxlgU
FB,Cash,271272,wPccxlgU
Cash,FB,272746,wPccxlgU
Cash,FB,275425,wPccxlgU
Cash,FB,276223,wPccxlgU
FB,Cash,277029,wPccxlgU
FB,Cash,20,wPccxlgU
Cash,FB,8,wPccxlgU
Cash,FB,11,wPccxlgU
TWTR,BTC,1721,wPccxlgU
TWTR,BTC,44,wPccxlgU
ZEN,Cash,433407,vk49No9e
Cash,ZEN,433472,vk49No9e
FB,Cash,50,wPccxlgU
Cash,GOOG,149,wPccxlgU
ZEN,Cash,433587,vk49No9e
Cash,GOOG,67,wPccxlgU
Cash,FB,20,wPccxlgU
Cash,FB,8,wPccxlgU
Cash,FB,6,wPccxlgU
FB,Cash,7,wPccxlgU
Cash,FB,9,wPccxlgU
GOOG,Cash,50,wPccxlgU
GOOG,Cash,175,wPccxlgU
ZEN,BTC,434189,vk49No9e
TWTR,BTC,39,Pl0eRMGi
BTC,TWTR,32,Pl0eRMGi
GOOG,Cash,146,wPccxlgU
TWTR,BTC,98,BDe66hnC
Cash,ZEN,133,vk49No9e
FB,Cash,7,wPccxlgU
FB,Cash,12,wPccxlgU
TWTR,BTC,121,Pl0eRMGi
BTC,TWTR,29,Pl0eRMGi
Cash,GOOG,103,wPccxlgU
FB,Cash,11,wPccxlgU
GOOG,Cash,125,wPccxlgU
Cash,GOOG,125,wPccxlgU
TWTR,BTC,261,Pl0eRMGi
TWTR,BTC,296,Pl0eRMGi
BTC,TWTR,318,Pl0eRMGi
TWTR,BTC,137,wPccxlgU
Cash,ZEN,412,vk49No9e
BTC,TWTR,24,Pl0eRMGi
BTC,TWTR,12,Pl0eRMGi
FB,Cash,11,wPccxlgU
Cash,FB,9,wPccxlgU
TWTR,BTC,26,Pl0eRMGi
FB,Cash,5,wPccxlgU
Cash,FB,6,wPccxlgU
FB,Cash,4,wPccxlgU
FB,Cash,20,wPccxlgU
FB,Cash,16,wPccxlgU
Cash,FB,7,wPccxlgU
Cash,FB,5,wPccxlgU
TWTR,BTC,114,Pl0eRMGi
Cash,GOOG,139,wPccxlgU
GOOG,Cash,150,wPccxlgU
BTC,TWTR,21,wPccxlgU
TWTR,BTC,15,wPccxlgU
TWTR,BTC,23,wPccxlgU
BTC,TWTR,63,wPccxlgU
TWTR,BTC,20,wPccxlgU
BTC,TWTR,43,Pl0eRMGi
BTC,TWTR,48,wPccxlgU
TWTR,BTC,53,Pl0eRMGi
Cash,ZEN,435561,vk49No9e
TWTR,BTC,21,Pl0eRMGi
Cash,GOOG,58,wPccxlgU
Cash,GOOG,47,wPccxlgU
TWTR,BTC,74,Pl0eRMGi
Cash,GOOG,46,wPccxlgU
GOOG,Cash,1050134,vk49No9e
GOOG,Cash,1050094,vk49No9e
Cash,GOOG,1050094,vk49No9e
GOOG,Cash,136,wPccxlgU
GOOG,Cash,14,wPccxlgU
BTC,TWTR,16,Pl0eRMGi
Cash,GOOG,283623,vk49No9e
GOOG,Cash,282019,vk49No9e
GOOG,Cash,102,wPccxlgU
Cash,GOOG,46,wPccxlgU
Cash,GOOG,41,wPccxlgU
ZEN,BTC,124,wPccxlgU
TWTR,BTC,78,wPccxlgU
BTC,ZEN,86,wPccxlgU
Cash,FB,276634,vk49No9e
FB,Cash,276356,vk49No9e
BTC,TWTR,21,wPccxlgU
TWTR,BTC,55,Z9AILgII
BTC,TWTR,22,Z9AILgII
BTC,TWTR,570,ylXjYVQS
BTC,TWTR,423,ylXjYVQS
BTC,TWTR,444,ylXjYVQS
TWTR,BTC,473,ylXjYVQS
TWTR,BTC,478,ylXjYVQS
TWTR,BTC,499,ylXjYVQS
TWTR,BTC,517,ylXjYVQS
TWTR,BTC,27,ylXjYVQS
TWTR,BTC,43,ylXjYVQS
TWTR,BTC,20,ylXjYVQS
BTC,TWTR,27,ylXjYVQS
BTC,TWTR,19,ylXjYVQS
TWTR,BTC,458,ylXjYVQS
BTC,TWTR,23,ylXjYVQS
BTC,TWTR,43,ylXjYVQS
BTC,TWTR,40,ylXjYVQS
TWTR,BTC,410,ylXjYVQS
ZEN,BTC,326,ylXjYVQS
TWTR,BTC,500,ylXjYVQS
BTC,TWTR,85,ylXjYVQS
GOOG,Cash,321746,vk49No9e
FB,Cash,81299,vk49No9e
Cash,FB,81250,vk49No9e
Cash,FB,36,vk49No9e
GOOG,Cash,89,vk49No9e
GOOG,Cash,80846,vk49No9e
GOOG,Cash,148,vk49No9e
Cash,GOOG,1024,vk49No9e
Cash,GOOG,64,vk49No9e
GOOG,Cash,77,vk49No9e
TWTR,BTC,732,vk49No9e
BTC,TWTR,353,vk49No9e
TWTR,BTC,524210,vk49No9e
ZEN,BTC,982,vk49No9e
TWTR,BTC,715,vk49No9e
TWTR,BTC,123,vk49No9e
TWTR,BTC,101,vk49No9e
ZEN,BTC,904,vk49No9e
Cash,ZEN,81,wPccxlgU
BTC,TWTR,1786,vk49No9e
BTC,TWTR,28,wPccxlgU
BTC,TWTR,295,wPccxlgU
BTC,ZEN,441,vk49No9e
FB,Cash,55,wPccxlgU
Cash,ZEN,607,vk49No9e
ZEN,BTC,355350,vk49No9e
Cash,ZEN,224,wrO6rnwb
BTC,ZEN,356403,vk49No9e
TWTR,BTC,54,wrO6rnwb
Cash,FB,22,wPccxlgU
FB,Cash,17,wPccxlgU
Cash,GOOG,53,wPccxlgU
Cash,FB,17,wPccxlgU
Cash,FB,16,wPccxlgU
FB,Cash,28,wPccxlgU
GOOG,Cash,72,wPccxlgU
Cash,GOOG,36,wPccxlgU
BTC,ZEN,358197,vk49No9e
ZEN,Cash,139,vk49No9e
BTC,TWTR,299,vk49No9e
BTC,TWTR,41,vk49No9e
TWTR,BTC,21,vk49No9e
BTC,TWTR,21,vk49No9e
TWTR,BTC,38,vk49No9e
BTC,TWTR,23,vk49No9e
BTC,TWTR,27,vk49No9e
BTC,TWTR,29,vk49No9e
TWTR,BTC,24,vk49No9e
FB,Cash,25,vk49No9e
GOOG,Cash,23,vk49No9e
BTC,TWTR,21,vk49No9e
Cash,GOOG,120,vk49No9e
FB,Cash,28,vk49No9e
FB,Cash,98,vk49No9e
Cash,FB,20,vk49No9e
Cash,GOOG,98,vk49No9e
GOOG,Cash,114,vk49No9e
GOOG,Cash,205,vk49No9e
GOOG,Cash,51,vk49No9e
Cash,GOOG,853,wPccxlgU
FB,Cash,19,vk49No9e
Cash,FB,35,vk49No9e
Cash,FB,292,vk49No9e
Cash,FB,19,vk49No9e
Cash,FB,47,vk49No9e
FB,Cash,16,vk49No9e
FB,Cash,16,vk49No9e
Cash,FB,18,vk49No9e
Cash,FB,92,vk49No9e
FB,Cash,76,vk49No9e
FB,Cash,75,vk49No9e
Cash,FB,19,vk49No9e
FB,Cash,74,vk49No9e
Cash,FB,304,vk49No9e
BTC,ZEN,29,wPccxlgU
FB,Cash,60,vk49No9e
Cash,FB,18,vk49No9e
FB,Cash,29,vk49No9e
Cash,FB,17,vk49No9e
Cash,GOOG,68,vk49No9e
Cash,FB,17,vk49No9e
TWTR,BTC,75,wrO6rnwb
Cash,FB,17,vk49No9e
Cash,FB,28,vk49No9e
Cash,FB,25,vk49No9e
FB,Cash,33,vk49No9e
GOOG,Cash,37,vk49No9e
GOOG,Cash,38,vk49No9e
Cash,GOOG,62,vk49No9e
BTC,TWTR,113,wPccxlgU
GOOG,Cash,342575,wPccxlgU
GOOG,Cash,230,vk49No9e
TWTR,BTC,32,wPccxlgU
Cash,GOOG,14,vk49No9e
Cash,GOOG,68,vk49No9e
Cash,GOOG,13,vk49No9e
Cash,GOOG,18,vk49No9e
BTC,TWTR,189,wPccxlgU
Cash,ZEN,1130738,wPccxlgU
ZEN,Cash,1208819,wPccxlgU
Cash,GOOG,86,vk49No9e
Cash,GOOG,16,vk49No9e
GOOG,Cash,17,vk49No9e
GOOG,Cash,27,vk49No9e
Cash,GOOG,22,vk49No9e
Cash,GOOG,15,vk49No9e
BTC,TWTR,56,wPccxlgU
TWTR,BTC,23,wPccxlgU
TWTR,BTC,22,wPccxlgU
TWTR,BTC,32,wPccxlgU
GOOG,Cash,67,vk49No9e
Cash,FB,75,vk49No9e
BTC,TWTR,19,wPccxlgU
BTC,TWTR,19,wPccxlgU
Cash,GOOG,53,vk49No9e
Cash,GOOG,42,vk49No9e
TWTR,BTC,21,wPccxlgU
TWTR,BTC,24,wPccxlgU
BTC,TWTR,66,wPccxlgU
TWTR,BTC,19,wPccxlgU
BTC,TWTR,20,wPccxlgU
TWTR,BTC,21,wPccxlgU
ZEN,BTC,30,wPccxlgU
GOOG,Cash,570,vk49No9e
Cash,GOOG,335,vk49No9e
GOOG,Cash,335,vk49No9e
Cash,GOOG,267,vk49No9e
Cash,GOOG,267,vk49No9e
GOOG,Cash,40,vk49No9e
GOOG,Cash,40,vk49No9e
GOOG,Cash,102,vk49No9e
GOOG,Cash,102,vk49No9e
GOOG,Cash,115,vk49No9e
GOOG,Cash,115,vk49No9e
ZEN,Cash,1211507,wPccxlgU
TWTR,BTC,1212074,wPccxlgU
GOOG,Cash,1133249,wPccxlgU
ZEN,BTC,1211684,wPccxlgU
Cash,GOOG,68,vk49No9e
GOOG,Cash,68,vk49No9e
Cash,GOOG,35,vk49No9e
Cash,GOOG,35,vk49No9e
TWTR,BTC,28,wPccxlgU
Cash,GOOG,96,vk49No9e
Cash,GOOG,96,vk49No9e
Cash,GOOG,51,vk49No9e
GOOG,Cash,51,vk49No9e
ZEN,Cash,120,wPccxlgU
BTC,TWTR,23,wPccxlgU
TWTR,BTC,30,wPccxlgU
BTC,TWTR,22,wPccxlgU
BTC,TWTR,1135875,wPccxlgU
GOOG,Cash,102119,wPccxlgU
Cash,GOOG,174,vk49No9e
Cash,GOOG,174,vk49No9e
GOOG,Cash,107,vk49No9e
GOOG,Cash,107,vk49No9e
Cash,GOOG,153,vk49No9e
Cash,GOOG,153,vk49No9e
GOOG,Cash,25,vk49No9e
GOOG,Cash,25,vk49No9e
GOOG,Cash,21,vk49No9e
GOOG,Cash,21,vk49No9e
GOOG,Cash,20,vk49No9e
GOOG,Cash,20,vk49No9e
Cash,GOOG,18,vk49No9e
Cash,GOOG,18,vk49No9e
GOOG,Cash,24,vk49No9e
Cash,GOOG,24,vk49No9e
GOOG,Cash,29,vk49No9e
GOOG,Cash,29,vk49No9e
Cash,GOOG,20,vk49No9e
GOOG,Cash,20,vk49No9e
Cash,GOOG,20,vk49No9e
GOOG,Cash,20,vk49No9e
GOOG,Cash,47,vk49No9e
GOOG,Cash,47,vk49No9e
GOOG,Cash,47,vk49No9e
FB,Cash,58,vk49No9e
GOOG,Cash,20,vk49No9e
GOOG,Cash,20,vk49No9e
Cash,GOOG,29,vk49No9e
Cash,GOOG,29,vk49No9e
Cash,FB,78,vk49No9e
Cash,FB,20,vk49No9e
Cash,FB,47,vk49No9e
Cash,GOOG,22,vk49No9e
Cash,GOOG,22,vk49No9e
GOOG,Cash,25,vk49No9e
Cash,GOOG,25,vk49No9e
Cash,GOOG,20,vk49No9e
GOOG,Cash,20,vk49No9e
Cash,GOOG,23,vk49No9e
Cash,GOOG,23,vk49No9e
Cash,GOOG,106706,wPccxlgU
Cash,GOOG,351373,wPccxlgU
Cash,GOOG,20,vk49No9e
GOOG,Cash,20,vk49No9e
GOOG,Cash,83,vk49No9e
FB,Cash,47,vk49No9e
Cash,FB,24,vk49No9e
BTC,TWTR,27,wPccxlgU
Cash,FB,22,vk49No9e
Cash,GOOG,232,vk49No9e
GOOG,Cash,69,vk49No9e
GOOG,Cash,69,vk49No9e
GOOG,Cash,33,vk49No9e
Cash,GOOG,33,vk49No9e
TWTR,BTC,51,ylXjYVQS
TWTR,BTC,101713,Pl0eRMGi
BTC,ZEN,19,Pl0eRMGi
BTC,ZEN,19,Pl0eRMGi
TWTR,BTC,58,ylXjYVQS
BTC,TWTR,164,ylXjYVQS
TWTR,BTC,64,ylXjYVQS
FB,Cash,40,wPccxlgU
GOOG,Cash,810,vk49No9e
Cash,GOOG,234,vk49No9e
GOOG,Cash,62,vk49No9e
Cash,FB,184,vk49No9e
Cash,GOOG,47,vk49No9e
Cash,FB,112,vk49No9e
Cash,FB,28,vk49No9e
FB,Cash,16,vk49No9e
Cash,FB,12,wPccxlgU
Cash,FB,24,vk49No9e
FB,Cash,19,wPccxlgU
Cash,FB,18,wPccxlgU
Cash,FB,7,wPccxlgU
FB,Cash,24,wPccxlgU
Cash,FB,11,wPccxlgU
Cash,FB,46,vk49No9e
Cash,FB,25,vk49No9e
Cash,GOOG,78,wPccxlgU
Cash,GOOG,90,wPccxlgU
GOOG,Cash,90,wPccxlgU
FB,Cash,20,vk49No9e
Cash,FB,16,vk49No9e
Cash,FB,25,vk49No9e
FB,Cash,19,vk49No9e
GOOG,Cash,64,vk49No9e
Cash,GOOG,30,wPccxlgU
Cash,GOOG,30,wPccxlgU
Cash,GOOG,238,wPccxlgU
Cash,FB,160,wPccxlgU
FB,Cash,36,wPccxlgU
Cash,FB,170817,vk49No9e
FB,Cash,409313,vk49No9e
FB,Cash,22,wPccxlgU
Cash,FB,20,wPccxlgU
Cash,FB,40,wPccxlgU
Cash,GOOG,420675,vk49No9e
Cash,FB,26,wPccxlgU
FB,Cash,21,wPccxlgU
Cash,FB,19,wPccxlgU
Cash,FB,17,wPccxlgU
Cash,FB,18,wPccxlgU
Cash,GOOG,184,wPccxlgU
GOOG,Cash,29,wPccxlgU
Cash,FB,308,wPccxlgU
BTC,TWTR,62,vk49No9e
FB,Cash,21,wPccxlgU
BTC,TWTR,68,vk49No9e
Cash,FB,681859,vk49No9e
FB,Cash,11,wPccxlgU
FB,Cash,12,wPccxlgU
BTC,MSFT,44,wPccxlgU
MSFT,BTC,156,wPccxlgU
Cash,GOOG,90469,vk49No9e
Cash,FB,156,vk49No9e
BTC,TWTR,48,wPccxlgU
TWTR,BTC,60,wPccxlgU
BTC,TWTR,27,wPccxlgU
BTC,TWTR,18,wPccxlgU
BTC,TWTR,33,wPccxlgU
TWTR,BTC,31,wPccxlgU
Cash,GOOG,35,wPccxlgU
GOOG,Cash,43,wPccxlgU
TWTR,BTC,139,wPccxlgU
Cash,GOOG,256,wPccxlgU
GOOG,Cash,830,wPccxlgU
Cash,GOOG,174,vk49No9e
FB,Cash,198,vk49No9e
MSFT,BTC,156,vk49No9e
GOOG,Cash,176,wPccxlgU
GOOG,Cash,369,wPccxlgU
GOOG,Cash,41,wPccxlgU
FB,Cash,326,vk49No9e
Cash,GOOG,432,vk49No9e
TWTR,BTC,160,BDe66hnC
FB,Cash,14,wPccxlgU
Cash,FB,16,wPccxlgU
Cash,FB,35,wPccxlgU
Cash,FB,11,wPccxlgU
Cash,FB,11,wPccxlgU
Cash,FB,22,wPccxlgU
Cash,FB,16,wPccxlgU
Cash,FB,12,wPccxlgU
FB,Cash,14,wPccxlgU
Cash,FB,43,wPccxlgU
GOOG,Cash,255,wPccxlgU
Cash,FB,17,wPccxlgU
Cash,FB,566,wPccxlgU
Cash,FB,13,wPccxlgU
FB,Cash,33,wPccxlgU
FB,Cash,52,wPccxlgU
Cash,GOOG,254,wPccxlgU
GOOG,Cash,109,wPccxlgU
Cash,GOOG,333,wPccxlgU
FB,Cash,19,wPccxlgU
Cash,GOOG,98,vk49No9e
FB,Cash,10,wPccxlgU
TWTR,BTC,53,cCtt1l3
MSFT,BTC,28,vk49No9e
FB,Cash,14,wPccxlgU
FB,Cash,45,vk49No9e
GOOG,Cash,308,vk49No9e
FB,Cash,274,wPccxlgU
FB,Cash,32,wPccxlgU
FB,Cash,21,wPccxlgU
Cash,FB,35,wPccxlgU
BTC,MSFT,70,wPccxlgU
FB,Cash,5,vk49No9e
TWTR,BTC,67,wPccxlgU
FB,Cash,10,wPccxlgU
Cash,FB,22,wPccxlgU
FB,Cash,13,wPccxlgU
MSFT,BTC,70,wPccxlgU
TWTR,BTC,52,wPccxlgU
TWTR,BTC,119,vk49No9e
Cash,FB,14,wPccxlgU
Cash,FB,8,wPccxlgU
TWTR,BTC,30,wPccxlgU
TWTR,BTC,40,wPccxlgU
TWTR,BTC,32,wPccxlgU
BTC,TWTR,45,wPccxlgU
BTC,ZEN,521,vk49No9e
TWTR,BTC,24,wPccxlgU
Cash,GOOG,225,79kRyE6h
Cash,FB,131,vk49No9e
FB,Cash,14,vk49No9e
FB,Cash,23,vk49No9e
Cash,GOOG,233,vk49No9e
TWTR,BTC,62,wPccxlgU
Cash,GOOG,191,wPccxlgU
Cash,GOOG,178,wPccxlgU
Cash,GOOG,101,wPccxlgU
GOOG,Cash,38,wPccxlgU
FB,Cash,22,vk49No9e
FB,Cash,20,vk49No9e
TLSA,BTC,16,wPccxlgU
BTC,TLSA,10,wPccxlgU
Cash,FB,36,vk49No9e
Cash,FB,25,vk49No9e
FB,Cash,27,vk49No9e
Cash,GOOG,71,wPccxlgU
BTC,TLSA,19,wPccxlgU
FB,Cash,22,vk49No9e
TLSA,BTC,10,wPccxlgU
Cash,GOOG,39,wPccxlgU
Cash,GOOG,19,wPccxlgU
Cash,GOOG,169,vk49No9e
Cash,GOOG,379,vk49No9e
GOOG,Cash,226,vk49No9e
GOOG,Cash,61,wPccxlgU
Cash,GOOG,18,wPccxlgU
Cash,GOOG,148,wPccxlgU
Cash,GOOG,55,wPccxlgU
TLSA,BTC,19,wPccxlgU
GOOG,Cash,24,vk49No9e
FB,Cash,20,wPccxlgU
Cash,FB,13,wPccxlgU
Cash,FB,16,wPccxlgU
GOOG,Cash,49,wPccxlgU
GOOG,Cash,49,wPccxlgU
GOOG,Cash,73,wPccxlgU
Cash,GOOG,73,wPccxlgU
FB,Cash,25,vk49No9e
FB,Cash,29,vk49No9e
Cash,FB,31,vk49No9e
FB,Cash,29,vk49No9e
Cash,GOOG,133,vk49No9e
Cash,GOOG,60,wPccxlgU
GOOG,Cash,60,wPccxlgU
Cash,GOOG,54,wPccxlgU
Cash,GOOG,54,wPccxlgU
GOOG,Cash,62,wPccxlgU
GOOG,Cash,62,wPccxlgU
GOOG,Cash,37,wPccxlgU
GOOG,Cash,37,wPccxlgU
GOOG,Cash,80,vk49No9e
Cash,GOOG,80,vk49No9e
Cash,FB,17,vk49No9e
Cash,GOOG,24,wPccxlgU
Cash,GOOG,24,wPccxlgU
Cash,GOOG,33,wPccxlgU
Cash,GOOG,33,wPccxlgU
TWTR,BTC,63,vk49No9e
BTC,MSFT,40,wPccxlgU
BTC,TWTR,29,wPccxlgU
BTC,TWTR,152,WZCoGJXL
TWTR,BTC,65,WZCoGJXL
BTC,TWTR,200,WZCoGJXL
TWTR,BTC,64,WZCoGJXL
ZEN,BTC,1388,cCtt1l3
Cash,ZEN,443,WZCoGJXL
BTC,TWTR,74780,wrO6rnwb
TWTR,BTC,56,WZCoGJXL
BTC,TWTR,62,WZCoGJXL
BTC,ZEN,55,cCtt1l3
TWTR,BTC,46,WZCoGJXL
TWTR,BTC,49,WZCoGJXL
Cash,ZEN,84,WZCoGJXL
BTC,TWTR,37,WZCoGJXL
TWTR,BTC,171,wrO6rnwb
ZEN,Cash,129,WZCoGJXL
TWTR,BTC,48,WZCoGJXL
ZEN,Cash,72,WZCoGJXL
BTC,TWTR,38,WZCoGJXL
ZEN,BTC,14,wPccxlgU
ZEN,Cash,323,wrO6rnwb
Cash,ZEN,88,WZCoGJXL
TWTR,BTC,92,WZCoGJXL
ZEN,Cash,72,WZCoGJXL
TWTR,BTC,31,WZCoGJXL
ZEN,Cash,60,WZCoGJXL
TWTR,BTC,60,WZCoGJXL
BTC,TWTR,87,WZCoGJXL
Cash,FB,9,wPccxlgU
Cash,FB,18,wPccxlgU
Cash,FB,7,wPccxlgU
FB,Cash,13,wPccxlgU
GOOG,Cash,65,wPccxlgU
FB,Cash,47,wPccxlgU
Cash,ZEN,60,WZCoGJXL
BTC,TWTR,274,wrO6rnwb
FB,Cash,8,wPccxlgU
FB,Cash,6,wPccxlgU
Cash,ZEN,96,RWtRjg12
MSFT,BTC,25,wPccxlgU
Cash,FB,9,wPccxlgU
Cash,FB,30,wPccxlgU
Cash,FB,14,wPccxlgU
BTC,TWTR,137,WZCoGJXL
ZEN,Cash,81,WZCoGJXL
Cash,FB,7,wPccxlgU
MSFT,BTC,18,wPccxlgU
BTC,MSFT,26,wPccxlgU
MSFT,BTC,15,wPccxlgU
Cash,FB,9,wPccxlgU
MSFT,BTC,67,wPccxlgU
Cash,GOOG,80,wPccxlgU
GOOG,Cash,39,wPccxlgU
BTC,MSFT,41,wPccxlgU
Cash,ZEN,91,RWtRjg12
Cash,ZEN,120,WZCoGJXL
BTC,TWTR,33,WZCoGJXL
GOOG,Cash,73,wPccxlgU
FB,Cash,7,wPccxlgU
BTC,TWTR,46,WZCoGJXL
BTC,ZEN,46,WZCoGJXL
FB,Cash,9,wPccxlgU
TWTR,BTC,261,wrO6rnwb
FB,Cash,21,wPccxlgU
Cash,FB,12,wPccxlgU
Cash,ZEN,20,RWtRjg12
BTC,MSFT,21,wPccxlgU
FB,Cash,17,wPccxlgU
Cash,FB,5,wPccxlgU
BTC,TWTR,34,WZCoGJXL
FB,Cash,8,wPccxlgU
BTC,MSFT,52,wPccxlgU
MSFT,BTC,35,wPccxlgU
ZEN,Cash,66,RWtRjg12
TWTR,BTC,128,wrO6rnwb
BTC,MSFT,26,wPccxlgU
TWTR,BTC,329,wrO6rnwb
Cash,FB,18,wPccxlgU
BTC,MSFT,61,wPccxlgU
GOOG,Cash,43,wPccxlgU
GOOG,Cash,45,wPccxlgU
GOOG,Cash,45,wPccxlgU
GOOG,Cash,73,wPccxlgU
Cash,GOOG,519,wPccxlgU
BTC,TWTR,29,wPccxlgU
TWTR,BTC,92,vk49No9e
TWTR,BTC,21,vk49No9e
BTC,TWTR,26,vk49No9e
TWTR,BTC,16,vk49No9e
BTC,TWTR,35,vk49No9e
BTC,TWTR,33,vk49No9e
TWTR,BTC,20,vk49No9e
BTC,TWTR,51,vk49No9e
Cash,FB,17,wPccxlgU
MSFT,BTC,113,wPccxlgU
BTC,TWTR,95,vk49No9e
TWTR,BTC,26,vk49No9e
TWTR,BTC,22,vk49No9e
BTC,MSFT,54,wPccxlgU
BTC,TWTR,54,wPccxlgU
Cash,FB,12,wPccxlgU
TWTR,BTC,56,vk49No9e
Cash,FB,10,wPccxlgU
GOOG,Cash,64,wPccxlgU
TWTR,BTC,21,vk49No9e
TWTR,BTC,31,vk49No9e
Cash,FB,8,wPccxlgU
TWTR,BTC,18,vk49No9e
Cash,FB,8,wPccxlgU
Cash,FB,7,wPccxlgU
